No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
1,Anfernee Hardaway,SG,6-7,195,"July 18, 1971",us US,5,Memphis,ORL,1999
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,R,Georgia Tech,ORL,1999
52,Jonathan Kerner,C,6-11,245,"June 6, 1974",us US,R,"Florida State, East Carolina University",ORL,1999
3,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,1,UConn,ORL,1999
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,5,"South Plains College, Houston",ORL,1999
11,Doug Overton,PG,6-3,190,"August 3, 1969",us US,6,La Salle,ORL,1999
24,Danny Schayes,C,6-11,235,"May 10, 1959",us US,17,Syracuse,ORL,1999
34,Miles Simon,SG,6-3,202,"November 21, 1975",se SE,R,Arizona,ORL,1999
33,Derek Strong,PF,6-8,220,"February 9, 1968",us US,7,Xavier,ORL,1999
21,Dominique Wilkins,SF,6-8,215,"January 12, 1960",fr FR,14,Georgia,ORL,1999
9,Gerald Wilkins,SG,6-6,185,"September 11, 1963",us US,12,Chattanooga,ORL,1999
9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",fr FR,2,"Michigan, San Jose State",ORL,2000
13,John Amaechi,C,6-10,270,"November 26, 1970",us US,1,"Vanderbilt, Penn State",ORL,2000
10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",us US,5,Fayetteville State University,ORL,2000
31,Chucky Atkins,PG,5-11,160,"August 14, 1974",us US,R,South Florida,ORL,2000
11,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,1,Eastern Michigan,ORL,2000
51,Michael Doleac,C,6-11,262,"June 15, 1977",us US,1,Utah,ORL,2000
1,Kiwane Lemorris Garris,SG,6-2,183,"September 24, 1974",us US,1,Illinois,ORL,2000
8,Pat Garrity,SF,6-9,238,"August 23, 1976",us US,1,Notre Dame,ORL,2000
25,Chris Gatling,PF,6-10,220,"September 3, 1967",us US,8,Old Dominion,ORL,2000
15,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,1,Georgia Tech,ORL,2000
24,Anthony Johnson,PG,6-3,190,"October 2, 1974",us US,2,College of Charleston,ORL,2000
50,Corey Maggette,SF,6-6,218,"November 12, 1979",us US,R,Duke,ORL,2000
5,Ron Mercer,SG,6-7,210,"May 18, 1976",us US,2,Kentucky,ORL,2000
45,Bo Outlaw,PF,6-8,210,"April 13, 1971",us US,6,"South Plains College, Houston",ORL,2000
24,Anthony Parker,SG,6-6,215,"June 19, 1975",us US,2,Bradley,ORL,2000
33,Derek Strong,PF,6-8,220,"February 9, 1968",us US,8,Xavier,ORL,2000
23,Johnny Taylor,SF,6-9,220,"June 4, 1974",us US,2,"Indian Hills Community College, Chattanooga",ORL,2000
4,Ben Wallace,PF,6-9,240,"September 10, 1974",us US,3,"Cuyahoga Community College, Virginia Union University",ORL,2000
3,Monty Williams,SF,6-8,225,"October 8, 1971",us US,5,Notre Dame,ORL,2000
14,Henry Bibby,PG,6-1,185,"November 24, 1949",us US,6,UCLA,PHI,1979
23,Joe Bryant,PF,6-9,185,"October 19, 1954",us US,3,La Salle,PHI,1979
42,Harvey Catchings,C,6-9,218,"September 2, 1951",us US,4,Hardin-Simmons University,PHI,1979
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,R,West Texas A&M University,PHI,1979
20,Doug Collins,SG,6-6,180,"July 28, 1951",us US,5,Illinois State,PHI,1979
53,Darryl Dawkins,C,6-11,251,"January 11, 1957",us US,3,,PHI,1979
6,Julius Erving,SF,6-7,210,"February 22, 1950",us US,7,UMass,PHI,1979
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,4,UNC,PHI,1979
11,Caldwell Jones,C,6-11,217,"August 4, 1950",us US,5,Albany State University,PHI,1979
50,Steve Mix,SF,6-7,215,"December 30, 1947",us US,8,Toledo,PHI,1979
22,Eric Money,PG,6-0,170,"February 6, 1955",us US,4,Arizona,PHI,1979
4,Marlon Redmond,SG,6-6,188,"April 15, 1955",us US,R,San Francisco,PHI,1979
44,Ralph Simpson,SG,6-5,200,"August 10, 1949",us US,8,Michigan State,PHI,1979
30,Al Skinner,SG,6-3,190,"June 16, 1952",us US,4,UMass,PHI,1979
14,Henry Bibby,PG,6-1,185,"November 24, 1949",us US,7,UCLA,PHI,1980
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,1,West Texas A&M University,PHI,1980
20,Doug Collins,SG,6-6,180,"July 28, 1951",us US,6,Illinois State,PHI,1980
53,Darryl Dawkins,C,6-11,251,"January 11, 1957",us US,4,,PHI,1980
6,Julius Erving,SF,6-7,210,"February 22, 1950",us US,8,UMass,PHI,1980
9,Lionel Hollins,SG,6-3,185,"October 19, 1953",us US,4,"Dixie State (UT), Arizona State",PHI,1980
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,5,UNC,PHI,1980
11,Caldwell Jones,C,6-11,217,"August 4, 1950",us US,6,Albany State University,PHI,1980
50,Steve Mix,SF,6-7,215,"December 30, 1947",us US,9,Toledo,PHI,1980
22,Eric Money,PG,6-0,170,"February 6, 1955",us US,5,Arizona,PHI,1980
4,Clint Richardson,SG,6-3,195,"August 7, 1956",us US,R,Seattle University,PHI,1980
30,Al Skinner,SG,6-3,190,"June 16, 1952",us US,5,UMass,PHI,1980
34,Jim Spanarkel,SG,6-5,190,"June 28, 1957",us US,R,Duke,PHI,1980
3,Bernard Toone,PF,6-9,210,"July 14, 1956",us US,R,Marquette,PHI,1980
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,2,West Texas A&M University,PHI,1981
20,Doug Collins,SG,6-6,180,"July 28, 1951",us US,7,Illinois State,PHI,1981
25,Earl Cureton,C,6-9,210,"September 3, 1957",us US,R,"Robert Morris University (PA), Detroit Mercy",PHI,1981
44,Monti Davis,PF,6-7,205,"July 26, 1958",us US,R,Tennessee State,PHI,1981
53,Darryl Dawkins,C,6-11,251,"January 11, 1957",us US,5,,PHI,1981
6,Julius Erving,SF,6-7,210,"February 22, 1950",us US,9,UMass,PHI,1981
9,Lionel Hollins,PG,6-3,185,"October 19, 1953",us US,5,"Dixie State (UT), Arizona State",PHI,1981
18,Ollie Johnson,SF,6-6,200,"May 11, 1949",us US,8,Temple,PHI,1981
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,6,UNC,PHI,1981
11,Caldwell Jones,C,6-11,217,"August 4, 1950",us US,7,Albany State University,PHI,1981
23,Steve Mix,SF,6-7,215,"December 30, 1947",us US,10,Toledo,PHI,1981
4,Clint Richardson,SG,6-3,195,"August 7, 1956",us US,1,Seattle University,PHI,1981
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,R,Louisiana,PHI,1981
42,Mike Bantom,SF,6-9,200,"December 3, 1951",us US,8,Saint Joseph's,PHI,1982
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,3,West Texas A&M University,PHI,1982
25,Earl Cureton,PF,6-9,210,"September 3, 1957",us US,1,"Robert Morris University (PA), Detroit Mercy",PHI,1982
53,Darryl Dawkins,C,6-11,251,"January 11, 1957",us US,6,,PHI,1982
14,Franklin Edwards,PG,6-1,170,"February 2, 1959",us US,R,Cleveland State University,PHI,1982
6,Julius Erving,SF,6-7,210,"February 22, 1950",us US,10,UMass,PHI,1982
9,Lionel Hollins,PG,6-3,185,"October 19, 1953",us US,6,"Dixie State (UT), Arizona State",PHI,1982
18,Ollie Johnson,SF,6-6,200,"May 11, 1949",us US,9,Temple,PHI,1982
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,7,UNC,PHI,1982
11,Caldwell Jones,C,6-11,217,"August 4, 1950",us US,8,Albany State University,PHI,1982
23,Steve Mix,SF,6-7,215,"December 30, 1947",us US,11,Toledo,PHI,1982
4,Clint Richardson,SG,6-3,195,"August 7, 1956",us US,2,Seattle University,PHI,1982
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,1,Louisiana,PHI,1982
7,J.J. Anderson,SF,6-8,195,"September 23, 1960",us US,R,Bradley,PHI,1983
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,4,West Texas A&M University,PHI,1983
25,Earl Cureton,C,6-9,210,"September 3, 1957",us US,2,"Robert Morris University (PA), Detroit Mercy",PHI,1983
14,Franklin Edwards,PG,6-1,170,"February 2, 1959",us US,1,Cleveland State University,PHI,1983
6,Julius Erving,SF,6-7,210,"February 22, 1950",us US,11,UMass,PHI,1983
8,Marc Iavaroni,PF,6-8,210,"September 15, 1956",us US,R,Virginia,PHI,1983
45,Clemon Johnson,C,6-10,240,"September 12, 1956",us US,4,Florida A&M,PHI,1983
33,Reggie Johnson,SF,6-9,205,"June 25, 1957",us US,2,Tennessee,PHI,1983
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,8,UNC,PHI,1983
2,Moses Malone,C,6-10,215,"March 23, 1955",us US,8,,PHI,1983
31,Mark McNamara,C,6-11,235,"June 8, 1959",us US,R,"Santa Clara, California",PHI,1983
4,Clint Richardson,SG,6-3,195,"August 7, 1956",us US,3,Seattle University,PHI,1983
3,Russ Schoene,PF,6-10,210,"April 16, 1960",us US,R,Chattanooga,PHI,1983
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,2,Louisiana,PHI,1983
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,5,West Texas A&M University,PHI,1984
14,Franklin Edwards,PG,6-1,170,"February 2, 1959",us US,2,Cleveland State University,PHI,1984
6,Julius Erving,SF,6-7,210,"February 22, 1950",us US,12,UMass,PHI,1984
8,Marc Iavaroni,PF,6-8,210,"September 15, 1956",us US,1,Virginia,PHI,1984
45,Clemon Johnson,C,6-10,240,"September 12, 1956",us US,5,Florida A&M,PHI,1984
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,9,UNC,PHI,1984
23,Charles Jones,PF,6-9,215,"April 3, 1957",us US,R,Albany State University,PHI,1984
23,Bruce Kuczenski,PF,6-10,230,"February 3, 1961",us US,R,UConn,PHI,1984
2,Moses Malone,C,6-10,215,"March 23, 1955",us US,9,,PHI,1984
1,Wes Matthews,PG,6-1,170,"August 24, 1959",us US,3,Wisconsin,PHI,1984
11,Leo Rautins,SF,6-8,215,"March 20, 1960",ca CA,R,"Minnesota, Syracuse",PHI,1984
4,Clint Richardson,SG,6-3,195,"August 7, 1956",us US,4,Seattle University,PHI,1984
9,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,R,West Virginia Tech,PHI,1984
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,3,Louisiana,PHI,1984
33,Sam Williams,PF,6-8,210,"March 7, 1959",us US,2,Arizona State,PHI,1984
34,Charles Barkley,PF,6-6,252,"February 20, 1963",us US,R,Auburn,PHI,1985
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,6,West Texas A&M University,PHI,1985
6,Julius Erving,SF,6-7,210,"February 22, 1950",us US,13,UMass,PHI,1985
31,Steve Hayes,C,7-0,205,"August 2, 1955",us US,3,Idaho State University,PHI,1985
8,Marc Iavaroni,PF,6-8,210,"September 15, 1956",us US,2,Virginia,PHI,1985
45,Clemon Johnson,C,6-10,240,"September 12, 1956",us US,6,Florida A&M,PHI,1985
12,George Johnson,SF,6-7,210,"December 8, 1956",us US,6,St. John's,PHI,1985
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,10,UNC,PHI,1985
2,Moses Malone,C,6-10,215,"March 23, 1955",us US,10,,PHI,1985
4,Clint Richardson,SG,6-3,195,"August 7, 1956",us US,5,Seattle University,PHI,1985
9,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,1,West Virginia Tech,PHI,1985
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,4,Louisiana,PHI,1985
33,Sam Williams,PF,6-8,210,"March 7, 1959",us US,3,Arizona State,PHI,1985
20,Leon Wood,PG,6-3,185,"March 25, 1962",us US,R,"Arizona, Cal State Fullerton",PHI,1985
34,Charles Barkley,PF,6-6,252,"February 20, 1963",us US,1,Auburn,PHI,1986
12,Butch Carter,SG,6-5,180,"June 11, 1958",us US,5,Indiana,PHI,1986
23,Terry Catledge,PF,6-8,220,"August 22, 1963",us US,R,University of South Alabama,PHI,1986
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,7,West Texas A&M University,PHI,1986
6,Julius Erving,SG,6-7,210,"February 22, 1950",us US,14,UMass,PHI,1986
21,Kenny Green,SF,6-6,210,"October 11, 1964",us US,R,Wake Forest,PHI,1986
45,Clemon Johnson,C,6-10,240,"September 12, 1956",us US,7,Florida A&M,PHI,1986
24,Bobby Jones,PF,6-9,210,"December 18, 1951",us US,11,UNC,PHI,1986
2,Moses Malone,C,6-10,215,"March 23, 1955",us US,11,,PHI,1986
11,Bob McAdoo,C,6-9,210,"September 25, 1951",us US,13,"Vincennes University, UNC",PHI,1986
9,Perry Moss,PG,6-2,185,"November 11, 1958",us US,R,Northeastern University,PHI,1986
41,Greg Stokes,PF,6-10,220,"August 5, 1963",us US,R,Iowa,PHI,1986
44,Paul Thompson,SF,6-6,210,"May 25, 1961",us US,2,Tulane,PHI,1986
3,Sedale Threatt,SG,6-2,175,"September 10, 1961",us US,2,West Virginia Tech,PHI,1986
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,5,Louisiana,PHI,1986
11,Voise Winters,SF,6-8,200,"October 12, 1962",us US,R,Bradley,PHI,1986
20,Leon Wood,PG,6-3,185,"March 25, 1962",us US,1,"Arizona, Cal State Fullerton",PHI,1986
8,Michael Young,SF,6-7,220,"January 2, 1961",us US,1,Houston,PHI,1986
34,Charles Barkley,PF,6-6,252,"February 20, 1963",us US,2,Auburn,PHI,1987
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,8,West Texas A&M University,PHI,1987
14,Steve Colter,PG,6-3,165,"July 24, 1962",us US,2,New Mexico State,PHI,1987
6,Julius Erving,SG,6-7,210,"February 22, 1950",us US,15,UMass,PHI,1987
12,World B. Free,SG,6-2,185,"December 9, 1953",us US,11,Guilford College,PHI,1987
21,Kenny Green,SF,6-6,210,"October 11, 1964",us US,1,Wake Forest,PHI,1987
23,Roy Hinson,SF,6-9,210,"May 2, 1961",us US,3,Rutgers University,PHI,1987
11,Jim Lampley,C,6-10,230,"July 2, 1960",us US,R,"Vanderbilt, Little Rock",PHI,1987
40,Tim McCormick,C,6-11,240,"March 10, 1962",us US,2,Michigan,PHI,1987
31,Mark McNamara,C,6-11,235,"June 8, 1959",us US,3,"Santa Clara, California",PHI,1987
4,Cliff Robinson,PF,6-9,220,"March 13, 1960",us US,7,USC,PHI,1987
43,Jeff Ruland,PF,6-10,240,"December 16, 1958",us US,5,Iona College,PHI,1987
3,Sedale Threatt,PG,6-2,175,"September 10, 1961",us US,3,West Virginia Tech,PHI,1987
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,6,Louisiana,PHI,1987
20,Danny Vranes,SF,6-7,210,"October 29, 1958",us US,5,Utah,PHI,1987
25,David Wingate,SG,6-5,185,"December 15, 1963",us US,R,Georgetown,PHI,1987
30,Vincent Askew,SG,6-6,210,"February 28, 1966",us US,R,Memphis,PHI,1988
34,Charles Barkley,PF,6-6,252,"February 20, 1963",us US,3,Auburn,PHI,1988
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,9,West Texas A&M University,PHI,1988
40,Ben Coleman,PF,6-9,235,"November 14, 1961",us US,1,"Minnesota, Maryland",PHI,1988
14,Steve Colter,PG,6-3,165,"July 24, 1962",us US,3,New Mexico State,PHI,1988
42,Mike Gminski,C,6-11,250,"August 3, 1959",us US,7,Duke,PHI,1988
3,Dave Henderson,SG,6-5,195,"July 21, 1964",us US,R,Duke,PHI,1988
12,Gerald Henderson,PG,6-2,175,"January 16, 1956",us US,8,VCU,PHI,1988
23,Roy Hinson,SF,6-9,210,"May 2, 1961",us US,4,Rutgers University,PHI,1988
17,Albert King,SF,6-6,190,"December 17, 1959",us US,6,Maryland,PHI,1988
40,Tim McCormick,C,6-11,240,"March 10, 1962",us US,3,Michigan,PHI,1988
31,Mark McNamara,C,6-11,235,"June 8, 1959",us US,4,"Santa Clara, California",PHI,1988
4,Cliff Robinson,SF,6-9,220,"March 13, 1960",us US,8,USC,PHI,1988
45,Bob Thornton,PF,6-10,225,"July 10, 1962",us US,2,"University of California, Irvine",PHI,1988
22,Andrew Toney,SG,6-3,178,"November 23, 1957",us US,7,Louisiana,PHI,1988
20,Danny Vranes,SF,6-7,210,"October 29, 1958",us US,6,Utah,PHI,1988
44,Chris Welp,C,7-0,245,"January 2, 1964",de DE,R,Washington,PHI,1988
25,David Wingate,SG,6-5,185,"December 15, 1963",us US,1,Georgetown,PHI,1988
20,Ron Anderson,SF,6-7,215,"October 15, 1958",us US,4,Fresno State,PHI,1989
34,Charles Barkley,PF,6-6,252,"February 20, 1963",us US,4,Auburn,PHI,1989
1,Scott Brooks,PG,5-11,165,"July 31, 1965",us US,R,"TCU, University of California, Irvine",PHI,1989
10,Maurice Cheeks,PG,6-1,180,"September 8, 1956",us US,10,West Texas A&M University,PHI,1989
54,Ben Coleman,PF,6-9,235,"November 14, 1961",us US,2,"Minnesota, Maryland",PHI,1989
42,Mike Gminski,C,6-11,250,"August 3, 1959",us US,8,Duke,PHI,1989
33,Hersey Hawkins,SG,6-3,190,"September 29, 1966",us US,R,Bradley,PHI,1989
12,Gerald Henderson,PG,6-2,175,"January 16, 1956",us US,9,VCU,PHI,1989
31,Shelton Jones,SF,6-9,210,"April 6, 1966",us US,R,St. John's,PHI,1989
8,Pete Myers,SG,6-6,180,"September 15, 1963",us US,2,Little Rock,PHI,1989
4,Cliff Robinson,SF,6-9,220,"March 13, 1960",us US,9,USC,PHI,1989
11,Jim Rowinski,C,6-8,250,"January 4, 1961",us US,R,Purdue,PHI,1989
21,Derek Smith,SG,6-6,205,"November 1, 1961",us US,6,Louisville,PHI,1989
23,Bob Thornton,PF,6-10,225,"July 10, 1962",us US,3,"University of California, Irvine",PHI,1989
44,Chris Welp,C,7-0,245,"January 2, 1964",de DE,1,Washington,PHI,1989
25,David Wingate,SG,6-5,185,"December 15, 1963",us US,2,Georgetown,PHI,1989
20,Ron Anderson,SF,6-7,215,"October 15, 1958",us US,5,Fresno State,PHI,1990
34,Charles Barkley,SF,6-6,252,"February 20, 1963",us US,5,Auburn,PHI,1990
1,Scott Brooks,PG,5-11,165,"July 31, 1965",us US,1,"TCU, University of California, Irvine",PHI,1990
7,Lanard Copeland,SG,6-6,190,"July 16, 1965",us US,R,Georgia State University,PHI,1990
12,Johnny Dawkins,PG,6-2,165,"September 28, 1963",us US,3,Duke,PHI,1990
8,Corey Gaines,SG,6-3,195,"June 1, 1965",us US,1,"UCLA, Loyola Marymount",PHI,1990
42,Mike Gminski,C,6-11,250,"August 3, 1959",us US,9,Duke,PHI,1990
33,Hersey Hawkins,SG,6-3,190,"September 29, 1966",us US,1,Bradley,PHI,1990
30,Lewis Lloyd,SG,6-6,205,"February 22, 1959",us US,6,Drake University,PHI,1990
44,Rick Mahorn,PF,6-10,240,"September 21, 1958",us US,9,Hampton,PHI,1990
40,Kurt Nimphius,C,6-10,218,"March 13, 1958",us US,7,Arizona State,PHI,1990
21,Kenny Payne,SF,6-8,195,"November 25, 1966",us US,R,Louisville,PHI,1990
14,Dexter Shouse,PG,6-2,200,"March 24, 1963",us US,R,University of South Alabama,PHI,1990
18,Derek Smith,SF,6-6,205,"November 1, 1961",us US,7,Louisville,PHI,1990
23,Bob Thornton,PF,6-10,225,"July 10, 1962",us US,4,"University of California, Irvine",PHI,1990
31,Jay Vincent,SF,6-7,220,"June 10, 1959",us US,8,Michigan State,PHI,1990
20,Ron Anderson,SF,6-7,215,"October 15, 1958",us US,6,Fresno State,PHI,1991
34,Charles Barkley,SF,6-6,252,"February 20, 1963",us US,6,Auburn,PHI,1991
11,Manute Bol,C,7-7,200,"October 16, 1962",ss SS,5,University of Bridgeport,PHI,1991
12,Johnny Dawkins,PG,6-2,165,"September 28, 1963",us US,4,Duke,PHI,1991
8,Mario Elie,SG,6-5,210,"November 26, 1963",us US,R,American International College,PHI,1991
22,Jim Farmer,SG,6-4,190,"September 23, 1964",us US,3,Alabama,PHI,1991
35,Armen Gilliam,PF,6-9,230,"May 28, 1964",us US,3,UNLV,PHI,1991
42,Mike Gminski,C,6-11,250,"August 3, 1959",us US,10,Duke,PHI,1991
"9, 14",Rickey Green,PG,6-0,170,"August 18, 1954",us US,12,"Vincennes University, Michigan",PHI,1991
3,Tony Harris,SG,6-3,190,"May 13, 1967",us US,R,"Lamar, New Orleans",PHI,1991
33,Hersey Hawkins,SG,6-3,190,"September 29, 1966",us US,2,Bradley,PHI,1991
40,Dave Hoppen,C,6-11,235,"March 13, 1964",us US,3,Nebraska,PHI,1991
44,Rick Mahorn,C,6-10,240,"September 21, 1958",us US,10,Hampton,PHI,1991
31,Brian Oliver,SG,6-4,210,"June 1, 1968",us US,R,Georgia Tech,PHI,1991
21,Kenny Payne,SF,6-8,195,"November 25, 1966",us US,1,Louisville,PHI,1991
50,Robert Reid,SF,6-8,205,"August 30, 1955",us US,12,St. Mary's University,PHI,1991
4,Andre Turner,PG,5-11,160,"December 13, 1964",us US,4,Memphis,PHI,1991
55,Jayson Williams,PF,6-9,240,"February 22, 1968",us US,R,St. John's,PHI,1991
20,Ron Anderson,SF,6-7,215,"October 15, 1958",us US,7,Fresno State,PHI,1992
45,Michael Ansley,SF,6-7,225,"February 8, 1967",us US,2,Alabama,PHI,1992
"32, 34",Charles Barkley,SF,6-6,252,"February 20, 1963",us US,7,Auburn,PHI,1992
11,Manute Bol,C,7-7,200,"October 16, 1962",ss SS,6,University of Bridgeport,PHI,1992
12,Johnny Dawkins,PG,6-2,165,"September 28, 1963",us US,5,Duke,PHI,1992
35,Armen Gilliam,PF,6-9,230,"May 28, 1964",us US,4,UNLV,PHI,1992
3,Greg Grant,PG,5-7,140,"August 29, 1966",us US,2,Trenton State University,PHI,1992
33,Hersey Hawkins,SG,6-3,190,"September 29, 1966",us US,3,Bradley,PHI,1992
40,Dave Hoppen,C,6-11,235,"March 13, 1964",us US,4,Nebraska,PHI,1992
25,Tharon Mayes,SG,6-3,175,"September 9, 1968",us US,R,Florida State,PHI,1992
31,Brian Oliver,SG,6-4,210,"June 1, 1968",us US,1,Georgia Tech,PHI,1992
21,Kenny Payne,SF,6-8,195,"November 25, 1966",us US,2,Louisville,PHI,1992
43,Jeff Ruland,C,6-10,240,"December 16, 1958",us US,6,Iona College,PHI,1992
14,Charles Shackleford,C,6-10,225,"April 22, 1966",us US,2,NC State,PHI,1992
23,Mitchell Wiggins,SG,6-4,185,"September 28, 1959",us US,5,"Clemson, Florida State",PHI,1992
55,Jayson Williams,PF,6-9,240,"February 22, 1968",us US,1,St. John's,PHI,1992
20,Ron Anderson,SF,6-7,215,"October 15, 1958",us US,8,Fresno State,PHI,1993
11,Manute Bol,C,7-7,200,"October 16, 1962",ss SS,7,University of Bridgeport,PHI,1993
12,Johnny Dawkins,PG,6-2,165,"September 28, 1963",us US,6,Duke,PHI,1993
35,Armen Gilliam,PF,6-9,230,"May 28, 1964",us US,5,UNLV,PHI,1993
3,Greg Grant,PG,5-7,140,"August 29, 1966",us US,3,Trenton State University,PHI,1993
33,Hersey Hawkins,SG,6-3,190,"September 29, 1966",us US,4,Bradley,PHI,1993
14,Jeff Hornacek,PG,6-4,190,"May 3, 1963",us US,6,Iowa State,PHI,1993
55,Thomas Jordan,PF,6-10,220,"May 23, 1968",us US,R,Oklahoma State,PHI,1993
28,Andrew Lang,C,6-11,245,"June 28, 1966",us US,4,Arkansas,PHI,1993
21,Kenny Payne,SF,6-8,195,"November 25, 1966",us US,3,Louisville,PHI,1993
23,Tim Perry,PF,6-9,200,"June 4, 1965",us US,4,Temple,PHI,1993
17,Charles Shackleford,C,6-10,225,"April 22, 1966",us US,3,NC State,PHI,1993
30,Clarence Weatherspoon,SF,6-6,240,"September 8, 1970",us US,R,Southern Miss,PHI,1993
55,Eddie Lee Wilkins,PF,6-10,220,"May 7, 1962",us US,5,Gardner-Webb University,PHI,1993
50,Isaac Austin,C,6-10,255,"August 18, 1969",us US,2,Arizona State,PHI,1994
3,Dana Barros,PG,5-11,163,"April 13, 1967",us US,4,Boston College,PHI,1994
11,Manute Bol,C,7-7,200,"October 16, 1962",ss SS,8,University of Bridgeport,PHI,1994
76,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,R,BYU,PHI,1994
20,Michael Curry,SG,6-5,210,"August 22, 1968",us US,R,Georgia Southern University,PHI,1994
12,Johnny Dawkins,PG,6-2,165,"September 28, 1963",us US,7,Duke,PHI,1994
40,Bill Edwards,PF,6-8,215,"September 22, 1971",us US,R,Wright State University,PHI,1994
20,Greg Graham,SG,6-4,174,"November 26, 1970",us US,R,Indiana,PHI,1994
7,Sean Green,SG,6-5,210,"February 2, 1970",us US,2,"NC State, Iona College",PHI,1994
14,Jeff Hornacek,SG,6-4,190,"May 3, 1963",us US,7,Iowa State,PHI,1994
43,Warren Kidd,PF,6-9,235,"September 9, 1970",us US,R,Middle Tennessee,PHI,1994
45,Eric Leckner,C,6-11,265,"May 27, 1966",us US,4,Wyoming,PHI,1994
25,Jeff Malone,SG,6-4,205,"June 28, 1961",us US,10,Mississippi State,PHI,1994
2,Moses Malone,C,6-10,215,"March 23, 1955",us US,19,,PHI,1994
23,Tim Perry,PF,6-9,200,"June 4, 1965",us US,5,Temple,PHI,1994
35,Clarence Weatherspoon,SF,6-6,240,"September 8, 1970",us US,1,Southern Miss,PHI,1994
0,Orlando Woolridge,SF,6-9,215,"December 16, 1959",us US,12,Notre Dame,PHI,1994
55,Alaa Abdelnaby,PF,6-10,240,"June 24, 1968",eg EG,4,Duke,PHI,1995
21,Derrick Alston,C,6-11,225,"August 20, 1972",us US,R,Duquesne,PHI,1995
3,Dana Barros,PG,5-11,163,"April 13, 1967",us US,5,Boston College,PHI,1995
76,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,1,BYU,PHI,1995
9,Willie Burton,SF,6-8,210,"May 26, 1968",us US,4,Minnesota,PHI,1995
"7, 44",Lloyd Daniels,SG,6-7,205,"September 4, 1967",us US,2,Mount San Antonio College,PHI,1995
8,Alphonso Ford,SG,6-1,190,"October 31, 1971",us US,1,Mississippi Valley State University,PHI,1995
5,Corey Gaines,SG,6-3,195,"June 1, 1965",us US,4,"UCLA, Loyola Marymount",PHI,1995
20,Greg Graham,SG,6-4,174,"November 26, 1970",us US,1,Indiana,PHI,1995
14,Jeff Grayer,SG,6-5,200,"December 17, 1965",us US,6,Iowa State,PHI,1995
40,Jerome Harmon,SG,6-4,190,"February 6, 1969",us US,R,Louisville,PHI,1995
14,Jaren Jackson,SG,6-4,190,"October 27, 1967",us US,4,Georgetown,PHI,1995
25,Jeff Malone,SG,6-4,205,"June 28, 1961",us US,11,Mississippi State,PHI,1995
23,Tim Perry,PF,6-9,200,"June 4, 1965",us US,6,Temple,PHI,1995
11,Kevin Pritchard,PG,6-3,180,"July 17, 1967",us US,2,Kansas,PHI,1995
1,B.J. Tyler,PG,6-1,185,"April 30, 1971",us US,R,"DePaul, Texas",PHI,1995
35,Clarence Weatherspoon,SF,6-6,240,"September 8, 1970",us US,2,Southern Miss,PHI,1995
42,Scott Williams,PF,6-10,230,"March 21, 1968",us US,4,UNC,PHI,1995
4,Sharone Wright,C,6-11,260,"January 30, 1973",us US,R,Clemson,PHI,1995
21,Derrick Alston,C,6-11,225,"August 20, 1972",us US,1,Duquesne,PHI,1996
5,Elmer Bennett,PG,6-0,170,"February 13, 1970",us US,1,Notre Dame,PHI,1996
76,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,2,BYU,PHI,1996
