No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
34,Wendell Carter Jr.,C,6-10,270,"April 16, 1999",us US,4,Duke,ORL,2023
11,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",us US,8,Syracuse,ORL,2023
20,Markelle Fultz,PG,6-4,209,"May 29, 1998",us US,5,Washington,ORL,2023
13,R.J. Hampton,SG,6-4,175,"February 7, 2001",us US,2,,ORL,2023
14,Gary Harris,SG,6-4,210,"September 14, 1994",us US,8,Michigan State,ORL,2023
7,Kevon Harris,SG,6-5,216,"June 24, 1997",us US,R,Stephen F. Austin,ORL,2023
2,Caleb Houstan,SF,6-8,205,"January 9, 2003",ca CA,R,Michigan,ORL,2023
1,Jonathan Isaac,PF,6-10,230,"October 3, 1997",us US,3,Florida State,ORL,2023
3,Chuma Okeke,SF,6-6,229,"August 18, 1998",us US,2,Auburn,ORL,2023
31,Terrence Ross,SG,6-6,206,"February 5, 1991",us US,10,Washington,ORL,2023
25,Admiral Schofield,PF,6-5,241,"March 30, 1997",gb GB,2,Tennessee,ORL,2023
0,Jay Scrubb,SG,6-5,220,"September 1, 2000",us US,2,John A. Logan College,ORL,2023
4,Jalen Suggs,SG,6-5,205,"June 3, 2001",us US,1,Gonzaga,ORL,2023
22,Franz Wagner,SF,6-10,225,"August 27, 2001",de DE,1,Michigan,ORL,2023
21,Moritz Wagner,C,6-11,245,"April 26, 1997",de DE,4,Michigan,ORL,2023
50,Cole Anthony,PG,6-2,185,"May 15, 2000",us US,3,UNC,ORL,2024
5,Paolo Banchero,PF,6-10,250,"November 12, 2002",us US,1,Duke,ORL,2024
35,Goga Bitadze,C,6-11,250,"July 20, 1999",ge GE,4,,ORL,2024
0,Anthony Black,PG,6-7,198,"January 20, 2004",us US,R,Arkansas,ORL,2024
34,Wendell Carter Jr.,C,6-10,270,"April 16, 1999",us US,5,Duke,ORL,2024
20,Markelle Fultz,PG,6-4,209,"May 29, 1998",us US,6,Washington,ORL,2024
14,Gary Harris,SG,6-4,210,"September 14, 1994",us US,9,Michigan State,ORL,2024
8,Kevon Harris,SG,6-5,216,"June 24, 1997",us US,1,Stephen F. Austin,ORL,2024
2,Caleb Houstan,SF,6-8,205,"January 9, 2003",ca CA,1,Michigan,ORL,2024
13,Jett Howard,SF,6-8,215,"September 14, 2003",us US,R,Michigan,ORL,2024
7,Joe Ingles,SF,6-9,220,"October 2, 1987",au AU,9,,ORL,2024
1,Jonathan Isaac,PF,6-10,230,"October 3, 1997",us US,4,Florida State,ORL,2024
3,Chuma Okeke,SF,6-6,229,"August 18, 1998",us US,3,Auburn,ORL,2024
12,Trevelin Queen,SG,6-6,190,"February 25, 1997",us US,2,"College of Marin, New Mexico Military Institute, New Mexico State",ORL,2024
25,Admiral Schofield,PF,6-5,241,"March 30, 1997",gb GB,3,Tennessee,ORL,2024
4,Jalen Suggs,SG,6-5,205,"June 3, 2001",us US,2,Gonzaga,ORL,2024
22,Franz Wagner,SF,6-10,225,"August 27, 2001",de DE,2,Michigan,ORL,2024
21,Moritz Wagner,C,6-11,245,"April 26, 1997",de DE,5,Michigan,ORL,2024
19,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,R,"Boston University, Florida International University",PHI,2001
23,Rodney Buford,SF,6-5,189,"November 2, 1977",us US,1,Creighton,PHI,2001
52,Matt Geiger,C,7-0,243,"September 10, 1969",us US,8,"Auburn, Georgia Tech",PHI,2001
40,Tyrone Hill,PF,6-9,240,"March 19, 1968",us US,10,Xavier,PHI,2001
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,4,Georgetown,PHI,2001
33,Jumaine Jones,SF,6-8,218,"February 10, 1979",us US,1,Georgia,PHI,2001
7,Toni Kukoč,SF,6-10,192,"September 18, 1968",hr HR,7,,PHI,2001
9,George Lynch,SF,6-8,218,"September 3, 1970",us US,7,UNC,PHI,2001
50,Todd MacCulloch,C,7-0,280,"January 27, 1976",ca CA,1,Washington,PHI,2001
11,Vernon Maxwell,PG,6-4,180,"September 12, 1965",us US,12,Florida,PHI,2001
8,Aaron McKie,SG,6-5,209,"October 2, 1972",us US,6,Temple,PHI,2001
7,Roshown McLeod,SF,6-8,221,"November 17, 1975",us US,2,"St. John's, Duke",PHI,2001
41,Anthony Miller,PF,6-9,225,"October 22, 1971",us US,6,Michigan State,PHI,2001
14,Nazr Mohammed,C,6-10,221,"September 5, 1977",us US,2,Kentucky,PHI,2001
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,9,Georgetown,PHI,2001
5,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,3,UConn,PHI,2001
42,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,5,Wyoming,PHI,2001
4,Pepe Sánchez,PG,6-4,195,"May 8, 1977",ar AR,R,Temple,PHI,2001
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,5,Michigan State,PHI,2001
11,Raja Bell,SG,6-5,204,"September 19, 1976",vi VI,1,"Boston University, Florida International University",PHI,2002
40,Corie Blount,PF,6-9,240,"January 4, 1969",us US,8,Cincinnati,PHI,2002
7,Ira Bowman,SG,6-5,195,"June 11, 1973",us US,2,"Providence, Penn",PHI,2002
25,Damone Brown,SF,6-9,200,"June 28, 1979",us US,R,Syracuse,PHI,2002
12,Speedy Claxton,PG,5-11,166,"May 8, 1978",us US,R,Hofstra,PHI,2002
44,Derrick Coleman,PF,6-10,230,"June 21, 1967",us US,11,Syracuse,PHI,2002
5,Vonteego Cummings,PG,6-3,185,"February 29, 1976",us US,2,Pitt,PHI,2002
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,R,Seton Hall,PHI,2002
52,Matt Geiger,C,7-0,243,"September 10, 1969",us US,9,"Auburn, Georgia Tech",PHI,2002
21,Matt Harpring,SF,6-7,231,"May 31, 1976",us US,3,Georgia Tech,PHI,2002
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,5,Georgetown,PHI,2002
23,Tim James,SF,6-7,212,"December 26, 1976",us US,2,Miami (FL),PHI,2002
0,Alvin Jones,C,6-11,265,"September 9, 1978",lu LU,R,Georgia Tech,PHI,2002
9,Derrick McKey,SF,6-9,205,"October 10, 1966",us US,14,Alabama,PHI,2002
8,Aaron McKie,SG,6-5,209,"October 2, 1972",us US,7,Temple,PHI,2002
55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",cd CD,10,Georgetown,PHI,2002
51,Michael Ruffin,PF,6-9,246,"January 21, 1977",us US,2,Tulsa,PHI,2002
41,Jabari Smith,C,6-11,250,"February 12, 1977",us US,1,LSU,PHI,2002
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,6,Michigan State,PHI,2002
9,Mark Bryant,PF,6-9,245,"April 25, 1965",us US,14,Seton Hall,PHI,2003
21,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,3,Clemson,PHI,2003
44,Derrick Coleman,C,6-10,230,"June 21, 1967",us US,12,Syracuse,PHI,2003
40,Tyrone Hill,PF,6-9,240,"March 19, 1968",us US,12,Xavier,PHI,2003
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,6,Georgetown,PHI,2003
35,Art Long,PF,6-9,250,"October 1, 1972",us US,2,Cincinnati,PHI,2003
11,Todd MacCulloch,C,7-0,280,"January 27, 1976",ca CA,3,Washington,PHI,2003
8,Aaron McKie,SF,6-5,209,"October 2, 1972",us US,8,Temple,PHI,2003
14,Efthimios Rentzias,C,6-11,250,"January 11, 1976",gr GR,R,,PHI,2003
7,John Salmons,PG,6-7,210,"December 12, 1979",us US,R,Miami (FL),PHI,2003
12,Kenny Satterfield,PG,6-2,186,"April 10, 1981",us US,1,Cincinnati,PHI,2003
54,Brian Skinner,PF,6-9,255,"May 19, 1976",us US,4,Baylor,PHI,2003
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,7,Michigan State,PHI,2003
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,3,New Mexico,PHI,2003
4,Keith Van Horn,PF,6-10,220,"October 23, 1975",us US,5,Utah,PHI,2003
5,Monty Williams,SF,6-8,225,"October 8, 1971",us US,8,Notre Dame,PHI,2003
21,Greg Buckner,SG,6-4,210,"September 16, 1976",us US,4,Clemson,PHI,2004
44,Derrick Coleman,C,6-10,230,"June 21, 1967",us US,13,Syracuse,PHI,2004
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,1,Seton Hall,PHI,2004
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,R,Detroit Mercy,PHI,2004
42,Zendon Hamilton,C,6-11,250,"April 27, 1975",us US,3,St. John's,PHI,2004
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,7,Georgetown,PHI,2004
25,Marc Jackson,PF,6-10,270,"January 16, 1975",us US,3,"VCU, Temple",PHI,2004
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,R,Creighton,PHI,2004
0,Amal McCaskill,C,6-11,235,"October 28, 1973",us US,3,Marquette,PHI,2004
8,Aaron McKie,SF,6-5,209,"October 2, 1972",us US,9,Temple,PHI,2004
31,Glenn Robinson,SF,6-7,225,"January 10, 1973",us US,9,Purdue,PHI,2004
7,John Salmons,SG,6-7,210,"December 12, 1979",us US,1,Miami (FL),PHI,2004
20,Eric Snow,PG,6-3,190,"April 24, 1973",us US,8,Michigan State,PHI,2004
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,4,New Mexico,PHI,2004
31,Michael Bradley,PF,6-10,245,"April 18, 1979",us US,3,"Kentucky, Villanova",PHI,2005
5,Kedrick Brown,SF,6-7,222,"March 18, 1981",us US,3,Okaloosa-Walton Community College,PHI,2005
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,2,Seton Hall,PHI,2005
23,Josh Davis,PF,6-8,235,"August 10, 1980",us US,1,Wyoming,PHI,2005
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,1,Detroit Mercy,PHI,2005
"4, 9",Andre Iguodala,SG,6-6,215,"January 28, 1984",us US,R,Arizona,PHI,2005
3,Allen Iverson,PG,6-0,165,"June 7, 1975",us US,8,Georgetown,PHI,2005
25,Marc Jackson,C,6-10,270,"January 16, 1975",us US,4,"VCU, Temple",PHI,2005
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,1,Creighton,PHI,2005
8,Aaron McKie,SG,6-5,209,"October 2, 1972",us US,10,Temple,PHI,2005
12,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,7,UConn,PHI,2005
54,Rodney Rogers,PF,6-7,235,"June 20, 1971",us US,11,Wake Forest,PHI,2005
7,John Salmons,SG,6-7,210,"December 12, 1979",us US,2,Miami (FL),PHI,2005
54,Brian Skinner,PF,6-9,255,"May 19, 1976",us US,6,Baylor,PHI,2005
9,Kenny Thomas,PF,6-7,261,"July 25, 1977",us US,5,New Mexico,PHI,2005
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,11,Michigan,PHI,2005
14,Corliss Williamson,PF,6-7,245,"December 4, 1973",us US,9,Arkansas,PHI,2005
21,Matt Barnes,PF,6-7,226,"March 9, 1980",us US,2,UCLA,PHI,2006
5,Michael Bradley,PF,6-10,245,"April 18, 1979",us US,4,"Kentucky, Villanova",PHI,2006
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,3,Seton Hall,PHI,2006
35,Deng Gai,C,6-9,250,"March 22, 1982",ss SS,R,Fairfield,PHI,2006
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,2,Detroit Mercy,PHI,2006
31,Zendon Hamilton,C,6-11,250,"April 27, 1975",us US,5,St. John's,PHI,2006
45,Steven Hunter,C,7-0,220,"October 31, 1981",us US,4,DePaul,PHI,2006
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,1,Arizona,PHI,2006
3,Allen Iverson,PG,6-0,165,"June 7, 1975",us US,9,Georgetown,PHI,2006
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,2,Creighton,PHI,2006
54,Lee Nailon,PF,6-9,238,"February 22, 1975",us US,5,"Butler County Community College, TCU",PHI,2006
12,Kevin Ollie,SG,6-4,195,"December 27, 1972",us US,8,UConn,PHI,2006
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,R,Duke,PHI,2006
7,John Salmons,SG,6-7,210,"December 12, 1979",us US,3,Miami (FL),PHI,2006
30,James Thomas,PF,6-8,235,"November 22, 1980",us US,1,Texas,PHI,2006
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,12,Michigan,PHI,2006
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,R,,PHI,2006
20,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,R,UNLV,PHI,2007
25,Rodney Carney,SF,6-7,205,"April 15, 1984",us US,R,Memphis,PHI,2007
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,4,Seton Hall,PHI,2007
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,3,Detroit Mercy,PHI,2007
44,Alan Henderson,PF,6-9,235,"December 2, 1972",us US,11,Indiana,PHI,2007
45,Steven Hunter,PF,7-0,220,"October 31, 1981",us US,5,DePaul,PHI,2007
9,Andre Iguodala,SG,6-6,215,"January 28, 1984",us US,2,Arizona,PHI,2007
3,Allen Iverson,PG,6-0,165,"June 7, 1975",us US,10,Georgetown,PHI,2007
11,Bobby Jones,SF,6-7,215,"January 9, 1984",us US,R,Washington,PHI,2007
26,Kyle Korver,SF,6-7,212,"March 17, 1981",us US,3,Creighton,PHI,2007
31,Ivan McFarlin,PF,6-8,240,"April 26, 1982",us US,R,Oklahoma State,PHI,2007
7,Andre Miller,PG,6-3,200,"March 19, 1976",us US,7,Utah,PHI,2007
12,Kevin Ollie,PG,6-4,195,"December 27, 1972",us US,9,UConn,PHI,2007
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,1,Duke,PHI,2007
8,Joe Smith,PF,6-10,225,"July 26, 1975",us US,11,Maryland,PHI,2007
30,Steven Smith,PF,6-8,235,"April 12, 1983",us US,R,La Salle,PHI,2007
4,Chris Webber,PF,6-10,245,"March 1, 1973",us US,13,Michigan,PHI,2007
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,1,,PHI,2007
20,Lou Amundson,PF,6-9,220,"December 7, 1982",us US,1,UNLV,PHI,2008
52,Calvin Booth,C,6-11,230,"May 7, 1976",us US,8,Penn State,PHI,2008
25,Rodney Carney,SF,6-7,205,"April 15, 1984",us US,1,Memphis,PHI,2008
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,5,Seton Hall,PHI,2008
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,5,Iowa,PHI,2008
11,Gordan Giriček,SG,6-6,210,"June 20, 1977",hr HR,5,,PHI,2008
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,4,Detroit Mercy,PHI,2008
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,3,Arizona,PHI,2008
26,Kyle Korver,PF,6-7,212,"March 17, 1981",us US,4,Creighton,PHI,2008
7,Andre Miller,PG,6-3,200,"March 19, 1976",us US,8,Utah,PHI,2008
12,Kevin Ollie,SG,6-4,195,"December 27, 1972",us US,10,UConn,PHI,2008
42,Shavlik Randolph,PF,6-10,240,"November 24, 1983",us US,2,Duke,PHI,2008
14,Jason Smith,PF,7-0,240,"March 2, 1986",us US,R,Colorado State,PHI,2008
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,2,,PHI,2008
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,R,Georgia Tech,PHI,2008
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,9,Duke,PHI,2009
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,6,Seton Hall,PHI,2009
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,6,Iowa,PHI,2009
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,5,Detroit Mercy,PHI,2009
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,4,Arizona,PHI,2009
12,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,4,Texas,PHI,2009
8,Donyell Marshall,PF,6-9,218,"May 18, 1973",us US,14,UConn,PHI,2009
7,Andre Miller,PG,6-3,200,"March 19, 1976",us US,9,Utah,PHI,2009
50,Theo Ratliff,C,6-10,225,"April 17, 1973",us US,13,Wyoming,PHI,2009
4,Kareem Rush,SG,6-6,215,"October 30, 1980",us US,5,Missouri,PHI,2009
16,Marreese Speights,C,6-10,255,"August 4, 1987",us US,R,Florida,PHI,2009
23,Lou Williams,SG,6-2,175,"October 27, 1986",us US,3,,PHI,2009
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,1,Georgia Tech,PHI,2009
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,10,Duke,PHI,2010
7,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,7,,PHI,2010
25,Rodney Carney,SG,6-7,205,"April 15, 1984",us US,3,Memphis,PHI,2010
1,Samuel Dalembert,C,6-11,255,"May 10, 1981",ht HT,7,Seton Hall,PHI,2010
8,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,6,California,PHI,2010
33,Willie Green,SG,6-4,200,"July 28, 1981",us US,6,Detroit Mercy,PHI,2010
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,R,UCLA,PHI,2010
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,5,Arizona,PHI,2010
3,Allen Iverson,SG,6-0,165,"June 7, 1975",us US,13,Georgetown,PHI,2010
12,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,5,Texas,PHI,2010
72,Jason Kapono,SF,6-8,213,"February 4, 1981",us US,6,UCLA,PHI,2010
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,R,Kentucky,PHI,2010
14,Jason Smith,PF,7-0,240,"March 2, 1986",us US,1,Colorado State,PHI,2010
16,Marreese Speights,C,6-10,255,"August 4, 1987",us US,1,Florida,PHI,2010
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,4,,PHI,2010
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,2,Georgia Tech,PHI,2010
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,12,Texas Tech,PHI,2011
33,Craig Brackins,PF,6-10,230,"October 9, 1987",us US,R,Iowa State,PHI,2011
42,Elton Brand,PF,6-9,275,"March 11, 1979",us US,11,Duke,PHI,2011
22,Antonio Daniels,PG,6-4,195,"March 19, 1975",us US,12,Bowling Green,PHI,2011
0,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,3,Washington,PHI,2011
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,1,UCLA,PHI,2011
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,6,Arizona,PHI,2011
72,Jason Kapono,SF,6-8,213,"February 4, 1981",us US,7,UCLA,PHI,2011
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,1,Kentucky,PHI,2011
5,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar AR,6,,PHI,2011
25,Darius Songaila,C,6-9,248,"February 14, 1978",lt LT,7,Wake Forest,PHI,2011
16,Marreese Speights,C,6-10,255,"August 4, 1987",us US,2,Florida,PHI,2011
12,Evan Turner,SG,6-6,220,"October 27, 1988",us US,R,Ohio State,PHI,2011
23,Lou Williams,SG,6-2,175,"October 27, 1986",us US,5,,PHI,2011
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,3,Georgia Tech,PHI,2011
50,Lavoy Allen,PF,6-9,260,"February 4, 1989",us US,R,Temple,PHI,2012
4,Tony Battie,C,6-11,230,"February 11, 1976",us US,13,Texas Tech,PHI,2012
33,Craig Brackins,PF,6-10,230,"October 9, 1987",us US,1,Iowa State,PHI,2012
42,Elton Brand,C,6-9,275,"March 11, 1979",us US,12,Duke,PHI,2012
16,Francisco Elson,C,7-0,235,"February 28, 1976",nl NL,8,California,PHI,2012
0,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,4,Washington,PHI,2012
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,2,UCLA,PHI,2012
9,Andre Iguodala,SF,6-6,215,"January 28, 1984",us US,7,Arizona,PHI,2012
20,Jodie Meeks,SG,6-4,210,"August 21, 1987",us US,2,Kentucky,PHI,2012
5,Andrés Nocioni,SF,6-7,225,"November 30, 1979",ar AR,7,,PHI,2012
25,Xavier Silas,SG,6-5,205,"January 22, 1988",us US,R,"Colorado, Northern Illinois",PHI,2012
12,Evan Turner,SF,6-6,220,"October 27, 1988",us US,1,Ohio State,PHI,2012
8,Nikola Vučević,C,6-10,260,"October 24, 1990",ch CH,R,USC,PHI,2012
23,Lou Williams,PG,6-2,175,"October 27, 1986",us US,6,,PHI,2012
7,Sam Young,SF,6-6,220,"June 1, 1985",us US,2,Pitt,PHI,2012
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,4,Georgia Tech,PHI,2012
50,Lavoy Allen,C,6-9,260,"February 4, 1989",us US,1,Temple,PHI,2013
54,Kwame Brown,C,6-11,270,"March 10, 1982",us US,11,,PHI,2013
0,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,5,Washington,PHI,2013
11,Jrue Holiday,PG,6-4,205,"June 12, 1990",us US,3,UCLA,PHI,2013
14,Justin Holiday,SG,6-6,180,"April 5, 1989",us US,R,Washington,PHI,2013
7,Royal Ivey,SG,6-3,200,"December 20, 1981",us US,8,Texas,PHI,2013
31,Charles Jenkins,PG,6-3,220,"February 28, 1989",us US,1,Hofstra,PHI,2013
14,Shelvin Mack,SG,6-3,203,"April 22, 1990",us US,1,Butler,PHI,2013
5,Arnett Moultrie,PF,6-11,249,"November 18, 1990",us US,R,"Texas-El Paso, Mississippi State",PHI,2013
0,Jeremy Pargo,SG,6-2,219,"March 17, 1986",us US,1,Gonzaga,PHI,2013
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,11,Michigan State,PHI,2013
12,Evan Turner,SF,6-6,220,"October 27, 1988",us US,2,Ohio State,PHI,2013
18,Maalik Wayns,PG,6-2,200,"May 2, 1991",us US,R,Villanova,PHI,2013
8,Damien Wilkins,SG,6-6,225,"January 11, 1980",us US,8,"NC State, Georgia",PHI,2013
4,Dorell Wright,SF,6-9,205,"December 2, 1985",us US,8,,PHI,2013
1,Nick Young,SG,6-7,210,"June 1, 1985",us US,5,USC,PHI,2013
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,5,Georgia Tech,PHI,2013
50,Lavoy Allen,PF,6-9,260,"February 4, 1989",us US,2,Temple,PHI,2014
9,James Anderson,SG,6-6,213,"March 25, 1989",us US,3,Oklahoma State,PHI,2014
7,Lorenzo Brown,PG,6-5,189,"August 26, 1990",us US,R,NC State,PHI,2014
1,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",us US,R,Syracuse,PHI,2014
20,Brandon Davies,PF,6-10,240,"July 25, 1991",us US,R,BYU,PHI,2014
30,Dewayne Dedmon,C,7-0,245,"August 12, 1989",us US,R,USC,PHI,2014
0,Spencer Hawes,C,7-1,245,"April 28, 1988",us US,6,Washington,PHI,2014
0,Darius Johnson-Odom,SG,6-2,215,"September 28, 1989",us US,1,Marquette,PHI,2014
11,Eric Maynor,PG,6-3,175,"June 11, 1987",us US,4,VCU,PHI,2014
7,Darius Morris,PG,6-4,190,"January 3, 1991",us US,2,Michigan,PHI,2014
5,Arnett Moultrie,PF,6-11,249,"November 18, 1990",us US,1,"Texas-El Paso, Mississippi State",PHI,2014
30,Byron Mullens,C,7-0,275,"February 14, 1989",us US,4,Ohio State,PHI,2014
12,James Nunnally,SF,6-7,208,"July 14, 1990",us US,R,UC Santa Barbara,PHI,2014
33,Daniel Orton,C,6-10,255,"August 6, 1990",us US,2,Kentucky,PHI,2014
35,Henry Sims,C,6-10,248,"March 27, 1990",us US,1,Georgetown,PHI,2014
7,Adonis Thomas,SF,6-7,200,"March 25, 1993",us US,R,Memphis,PHI,2014
31,Hollis Thompson,SF,6-8,206,"April 3, 1991",us US,R,Georgetown,PHI,2014
12,Evan Turner,SF,6-6,220,"October 27, 1988",us US,3,Ohio State,PHI,2014
40,Jarvis Varnado,PF,6-9,230,"March 1, 1988",us US,1,Mississippi State,PHI,2014
17,Casper Ware,PG,5-10,175,"January 17, 1990",us US,R,Cal State Long Beach,PHI,2014
25,Elliot Williams,SG,6-5,190,"June 20, 1989",us US,1,"Duke, Memphis",PHI,2014
8,Tony Wroten,PG,6-6,205,"April 13, 1993",us US,1,Washington,PHI,2014
21,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,6,Georgia Tech,PHI,2014
19,Furkan Aldemir,PF,6-10,240,"August 9, 1991",tr TR,R,,PHI,2015
0,Isaiah Canaan,PG,6-0,201,"May 21, 1991",us US,1,Murray State,PHI,2015
1,Michael Carter-Williams,PG,6-5,190,"October 10, 1991",us US,1,Syracuse,PHI,2015
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,1,Tennessee State,PHI,2015
0,Brandon Davies,PF,6-10,240,"July 25, 1991",us US,1,BYU,PHI,2015
7,Larry Drew II,PG,6-2,180,"March 5, 1990",us US,R,"UNC, UCLA",PHI,2015
20,Tim Frazier,PG,6-0,170,"November 1, 1990",us US,R,Penn State,PHI,2015
30,Drew Gordon,PF,6-9,245,"July 12, 1990",us US,R,"UCLA, New Mexico",PHI,2015
39,Jerami Grant,SF,6-7,210,"March 12, 1994",us US,R,Syracuse,PHI,2015
16,Chris Johnson,SF,6-6,206,"April 29, 1990",us US,2,Dayton,PHI,2015
11,Malcolm Lee,SG,6-5,200,"May 22, 1990",us US,2,UCLA,PHI,2015
12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",cm CM,6,UCLA,PHI,2015
14,K.J. McDaniels,SG,6-6,205,"February 9, 1993",us US,R,Clemson,PHI,2015
1,JaVale McGee,C,7-0,270,"January 19, 1988",us US,6,Nevada,PHI,2015
4,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,R,Kentucky,PHI,2015
23,Jason Richardson,SG,6-6,220,"January 20, 1981",us US,12,Michigan State,PHI,2015
1,Glenn Robinson III,SF,6-6,222,"January 8, 1994",us US,R,Michigan,PHI,2015
41,Thomas Robinson,PF,6-10,237,"March 17, 1991",us US,2,Kansas,PHI,2015
9,JaKarr Sampson,SF,6-7,214,"March 20, 1993",us US,R,St. John's,PHI,2015
88,Alexey Shved,SG,6-6,190,"December 16, 1988",ru RU,2,,PHI,2015
35,Henry Sims,C,6-10,248,"March 27, 1990",us US,2,Georgetown,PHI,2015
5,Ish Smith,PG,6-0,175,"July 5, 1988",us US,4,Wake Forest,PHI,2015
11,Malcolm Thomas,PF,6-9,225,"November 8, 1988",us US,3,"Pepperdine, San Diego State",PHI,2015
31,Hollis Thompson,SG,6-8,206,"April 3, 1991",us US,1,Georgetown,PHI,2015
8,Tony Wroten,PG,6-6,205,"April 13, 1993",us US,2,Washington,PHI,2015
42,Elton Brand,C,6-9,275,"March 11, 1979",us US,16,Duke,PHI,2016
0,Isaiah Canaan,SG,6-0,201,"May 21, 1991",us US,2,Murray State,PHI,2016
33,Robert Covington,SF,6-7,209,"December 14, 1990",us US,2,Tennessee State,PHI,2016
39,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,1,Syracuse,PHI,2016
22,Richaun Holmes,PF,6-10,235,"October 15, 1993",us US,R,Bowling Green,PHI,2016
7,Carl Landry,PF,6-9,248,"September 19, 1983",us US,8,"Vincennes University, Purdue",PHI,2016
5,Kendall Marshall,PG,6-4,200,"August 19, 1991",us US,3,UNC,PHI,2016
12,T.J. McConnell,PG,6-1,190,"March 25, 1992",us US,R,"Duquesne, Arizona",PHI,2016
4,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,1,Kentucky,PHI,2016
